1,김고은
1,남지현
1,박지후
2,라미란
2,김무열
2,나문희
3,하정우
3,황정민
3,박해수
4,티모시 샬라메
4,엘 패닝
4,셀레나 고메즈
5,스티븐 연
5,한예리
5,앨런 김
6,박수영
6,추영우
6,백성철
7,키라 나이틀리
7,매슈 맥패디언
7,브렌다 블레신
