1,1,,사고 친 엄마 때문에 주머니가 텅텅 빈 오인주. 결국 직장 동료에게 손을 벌린다. 오인경은 4년 전 사건을 조사한다.
2,1,정직한 후보,"뻥치시네. 입만 열면 거짓말인 구라의 달인 주상숙. 유권자를 현혹하는 그녀의 세 치 혀는 오늘도 풀가동이다. 근데 이를 어째? 갑자기 거짓말을 못 하게 된 입. 그녀 인생 최대의 위기가 찾아오고, 세상이 '참말로' 발칵 뒤집힌다."
3,1,수리남,"새로운 사업을 위해 공장을 알아보러 간 강인구. 하지만 졸지에 세력 싸움에 휘말리고 만다. 이때, 현지의 목사가 인구를 돕겠다고 나선다."
4,1,레이니 데이 인 뉴욕,"학교 신문 취재를 위해 뉴욕으로 향하는 대학생 커플. 로맨틱한 주말을 꿈꾸며 여행을 시작하지만, 매력 넘치는 뉴요커들과의 만남으로 예상치 못한 일들에 휘말린다."
5,1,미나리,"아메리칸드림을 꿈꾸며 미국으로 이주한 한인 가족. 남부 아칸소에 농장을 마련해 뿌리내리려 하지만, 낯설고 척박한 땅에선 가족의 유대마저 흔들리기 시작한다."
6,1,어쩌다 전원일기,원치 않게 대도시에서 시골 마을로 이사한 수의사. 그리고 그 마을의 최고 인기녀이자 귀여운 비밀을 간직한 파출소 순경. 달라도 너무 다른 두 남녀가 만나 따뜻한 전원 로맨스를 선보인다.
7,1,오만과 편견,"19세기 영국, 제인 오스틴의 톡톡 튀는 로맨스. 시골 저택에 부유한 청년과 더 부유한 그의 친구가 이사 온다. 이에 이웃집 극성 엄마가 딸 시집보내기 대작전을 시작하고. 콧대 높은 신사와 자존심 강한 여인의 첫 만남은 어찌 되려나."
